Year,Short Title,Act No,URL
২০১৬,"বাংলাদেশ চা শ্রমিক কল্যাণ তহবিল আইন, ২০১৬",১,http://bdlaws.minlaw.gov.bd/act-print-1173.html
২০১৬,"রেলওয়ে নিরাপত্তা বাহিনী আইন, ২০১৬",২,http://bdlaws.minlaw.gov.bd/act-print-1174.html
২০১৬,"উদ্বৃত্ত সরকারি কর্মচারি আত্তীকরণ আইন, ২০১৬  [রহিত]",৩,http://bdlaws.minlaw.gov.bd/act-print-1175.html
২০১৬,"বিজ্ঞান ও প্রযুক্তি ফেলোশিপ ট্রাস্ট আইন, ২০১৬",৪,http://bdlaws.minlaw.gov.bd/act-print-1176.html
২০১৬,"এশিয়ান ইনফ্রাস্ট্রাকচার ইনভেস্টমেন্ট ব্যাংক আইন, ২০১৬",৫,http://bdlaws.minlaw.gov.bd/act-print-1177.html
২০১৬,"পায়রা বন্দর প্রকল্প (ভূমি অধিগ্রহণ) আইন, ২০১৬",৬,http://bdlaws.minlaw.gov.bd/act-print-1178.html
২০১৬,"কক্সবাজার উন্নয়ন কর্তৃপক্ষ আইন, ২০১৬",৭,http://bdlaws.minlaw.gov.bd/act-print-1179.html
২০১৬,"বাংলাদেশ পেট্রোলিয়াম কর্পোরেশন আইন, ২০১৬",৮,http://bdlaws.minlaw.gov.bd/act-print-1180.html
২০১৬,"বাংলাদেশ কোস্ট গার্ড আইন, ২০১৬",৯,http://bdlaws.minlaw.gov.bd/act-print-1181.html
২০১৬,"প্রতিরক্ষা কর্মবিভাগ (সর্বাধিনায়কতা) আইন, ২০১৬",১৬,http://bdlaws.minlaw.gov.bd/act-print-1182.html
২০১৬,"চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয় আইন, ২০১৬",১৭,http://bdlaws.minlaw.gov.bd/act-print-1183.html
২০১৬,"রাজশাহী মেডিকেল বিশ্ববিদ্যালয় আইন, ২০১৬",১৮,http://bdlaws.minlaw.gov.bd/act-print-1184.html
২০১৬,"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১৬",২৪,http://bdlaws.minlaw.gov.bd/act-print-1185.html
২০১৬,"অর্থ আইন, ২০১৬",২৮,http://bdlaws.minlaw.gov.bd/act-print-1186.html
২০১৬,"নির্দিষ্টকরণ আইন, ২০১৬",২৯,http://bdlaws.minlaw.gov.bd/act-print-1187.html
২০১৬,"রবীন্দ্র বিশ্ববিদ্যালয়, বাংলাদেশ আইন, ২০১৬",৩০,http://bdlaws.minlaw.gov.bd/act-print-1188.html
২০১৬,"[গাজীপুর ডিজিটাল ইউনিভার্সিটি] আইন, ২০১৬",৩১,http://bdlaws.minlaw.gov.bd/act-print-1189.html
২০১৬,"পেট্রোলিয়াম আইন, ২০১৬",৩২,http://bdlaws.minlaw.gov.bd/act-print-1190.html
২০১৬,"যুবকল্যাণ তহবিল আইন, ২০১৬",৩৩,http://bdlaws.minlaw.gov.bd/act-print-1191.html
২০১৬,"বাংলাদেশ সেতু কর্তৃপক্ষ আইন, ২০১৬",৩৪,http://bdlaws.minlaw.gov.bd/act-print-1192.html
২০১৬,"রেলওয়ে সম্পত্তি (অবৈধ দখল উদ্ধার) আইন, ২০১৬",৩৫,http://bdlaws.minlaw.gov.bd/act-print-1193.html
২০১৬,"বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ আইন, ২০১৬",৩৬,http://bdlaws.minlaw.gov.bd/act-print-1194.html
২০১৬,"চা আইন, ২০১৬",৩৮,http://bdlaws.minlaw.gov.bd/act-print-1195.html
২০১৬,"রাষ্ট্রপতির অবসরভাতা, আনুতোষিক ও অন্যান্য সুবিধা আইন, ২০১৬",৪২,http://bdlaws.minlaw.gov.bd/act-print-1196.html
২০১৬,"বৈদেশিক অনুদান (স্বেচ্ছাসেবামূলক কার্যক্রম) রেগুলেশন আইন, ২০১৬",৪৩,http://bdlaws.minlaw.gov.bd/act-print-1197.html
২০১৬,"বাংলাদেশ ন্যাশনাল ক্যাডেট কোর আইন, ২০১৬",৪৬,http://bdlaws.minlaw.gov.bd/act-print-1198.html
২০১৬,"বঙ্গবন্ধু জাতীয় কৃষি পুরস্কার ট্রাস্ট আইন, ২০১৬",৪৭,http://bdlaws.minlaw.gov.bd/act-print-1199.html
২০১৬,"বাংলাদেশ নার্সিং ও মিডওয়াইফারি কাউন্সিল আইন, ২০১৬",৪৮,http://bdlaws.minlaw.gov.bd/act-print-1200.html
২০১৬,"বাস র‍্যাপিড ট্রানজিট (বিআরটি) আইন, ২০১৬",৪৯,http://bdlaws.minlaw.gov.bd/act-print-1201.html
