Year,Short Title,Act No,URL
২০০০,"ক্যাডার বহির্ভূত প্রথম ও দ্বিতীয় শ্রেণীর গেজেটেড কর্মকর্তা (শুল্ক, আবগারী ও ভ্যাট) নিয়োগ ও কর্মের শর্তাবলী আইন, ২০০০",২০,http://bdlaws.minlaw.gov.bd/act-print-842.html
২০০০,"বেসরকারীকরণ আইন, ২০০০ [রহিত]",২৫,http://bdlaws.minlaw.gov.bd/act-print-843.html
২০০০,"বাংলাদেশ পানি উন্নয়ন বোর্ড আইন, ২০০০",২৬,http://bdlaws.minlaw.gov.bd/act-print-844.html
২০০০,"জাতীয় গৃহায়ন কর্তৃপক্ষ আইন, ২০০০",২৭,http://bdlaws.minlaw.gov.bd/act-print-845.html
২০০০,"কপিরাইট আইন, ২০০০ [রহিত]",২৮,http://bdlaws.minlaw.gov.bd/act-print-846.html
২০০০,"মহানগরী, বিভাগীয় শহর ও জেলা শহরের পৌর এলাকাসহ দেশের সকল পৌর এলাকার খেলার মাঠ, উন্মুক্ত স্থান, উদ্যান এবং প্রাকৃতিক জলাধার সংরক্ষণ আইন, ২০০০",৩৬,http://bdlaws.minlaw.gov.bd/act-print-847.html
২০০০,"বেসরকারী প্রাথমিক শিক্ষক কল্যাণ ট্রাস্ট আইন, ২০০০",৩৮,http://bdlaws.minlaw.gov.bd/act-print-848.html
২০০০,"এডমিরালটি কোর্ট আইন, ২০০০",৪৩,http://bdlaws.minlaw.gov.bd/act-print-849.html
২০০১,"সালিস আইন, ২০০১",১,http://bdlaws.minlaw.gov.bd/act-print-850.html
২০০১,"The Dramatic Performances (Repeal) Act, 2001",৫,http://bdlaws.minlaw.gov.bd/act-print-851.html
২০০১,"সিলেট সিটি কর্পোরেশন আইন, ২০০১ [রহিত]",১০,http://bdlaws.minlaw.gov.bd/act-print-852.html
২০০১,"বরিশাল সিটি কর্পোরেশন আইন, ২০০১ [রহিত]",১১,http://bdlaws.minlaw.gov.bd/act-print-853.html
২০০১,"বাংলাদেশ প্রতিবন্ধী কল্যাণ আইন, ২০০১ [রহিত]",১২,http://bdlaws.minlaw.gov.bd/act-print-854.html
২০০১,"বাংলাদেশ ইনস্টিটিউট অব পার্লামেন্টারী স্ট্যাডিজ আইন, ২০০১",১৪,http://bdlaws.minlaw.gov.bd/act-print-855.html
২০০১,"অর্পিত সম্পত্তি প্রত্যর্পণ আইন, ২০০১",১৬,http://bdlaws.minlaw.gov.bd/act-print-856.html
২০০১,"বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ আইন, ২০০১",১৮,http://bdlaws.minlaw.gov.bd/act-print-857.html
২০০১,"ঢাকা যানবাহন সমন্বয় বোর্ড আইন, ২০০১ [রহিত]",১৯,http://bdlaws.minlaw.gov.bd/act-print-858.html
২০০১,"বাংলাদেশ স্থলবন্দর কর্তৃপক্ষ আইন, ২০০১",২০,http://bdlaws.minlaw.gov.bd/act-print-859.html
২০০১,"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০১",২৮,http://bdlaws.minlaw.gov.bd/act-print-860.html
২০০১,"অর্থ আইন, ২০০১",৩০,http://bdlaws.minlaw.gov.bd/act-print-861.html
