Year,Short Title,Act No,URL
1982,"The Standards of Weights and Measures Ordinance, 1982 [Repealed]",XII,http://bdlaws.minlaw.gov.bd/act-print-624.html
1982,"The Bangladesh Flag Vessels (Protection) Ordinance, 1982  [Repealed]",XIV,http://bdlaws.minlaw.gov.bd/act-print-625.html
1982,"The Finance Ordinance, 1982",XVI,http://bdlaws.minlaw.gov.bd/act-print-626.html
1982,"The Supreme Court Judges (Leave, Pension and Privileges) Ordinance, 1982  [Repealed]",XX,http://bdlaws.minlaw.gov.bd/act-print-627.html
1982,"The Emigration Ordinance, 1982  [Repealed]",XXIX,http://bdlaws.minlaw.gov.bd/act-print-628.html
1982,"The Bangladesh Veterinary Practitioners Ordinance, 1982  [Repealed]",XXX,http://bdlaws.minlaw.gov.bd/act-print-629.html
1982,"The Foreign Contributions (Regulation) Ordinance, 1982  [Repealed]",XXXI,http://bdlaws.minlaw.gov.bd/act-print-630.html
1982,"The Attia Forest (Protection) Ordinance, 1982",XXXIII,http://bdlaws.minlaw.gov.bd/act-print-631.html
1982,"The Public Employees Discipline (Punctual Attendance) Ordinance, 1982  [Repealed]",XXXIV,http://bdlaws.minlaw.gov.bd/act-print-632.html
1982,"The Chittagong City Corporation Ordinance, 1982  [Repealed]",XXXV,http://bdlaws.minlaw.gov.bd/act-print-633.html
1982,"The Haor Development Board (Dissolution) Ordinance, 1982",XXXVII,http://bdlaws.minlaw.gov.bd/act-print-634.html
1982,"The Off-shore Islands Development Board (Dissolution) Ordinance, 1982",XXXVIII,http://bdlaws.minlaw.gov.bd/act-print-635.html
1982,"The Institute of Islamic Education and Research (Repeal) Ordinance, 1982",XLIII,http://bdlaws.minlaw.gov.bd/act-print-636.html
1982,"The Bangladesh Hotels and Restaurants Ordinance, 1982  [Repealed]",LII,http://bdlaws.minlaw.gov.bd/act-print-637.html
1982,"The Bangladesh Rural Development Board Ordinance, 1982  [Repealed]",LIII,http://bdlaws.minlaw.gov.bd/act-print-638.html
1982,"The Electoral Rolls Ordinance, 1982  [Repealed]",LXI,http://bdlaws.minlaw.gov.bd/act-print-639.html
1983,"The Fish and Fish Products (Inspection and Quality Control) Ordinance, 1983 [Repealed]",XX,http://bdlaws.minlaw.gov.bd/act-print-640.html
1983,"The Bangladesh Railway Board (Repeal) Ordinance, 1983",XXIV,http://bdlaws.minlaw.gov.bd/act-print-641.html
1983,"The Bangladesh Merchant Shipping Ordinance, 1983",XXVI,http://bdlaws.minlaw.gov.bd/act-print-642.html
