Year,Short Title,Act No,URL
১৯৯১,"মূল্য সংযোজন কর আইন, ১৯৯১ [রহিত]",২২,http://bdlaws.minlaw.gov.bd/act-print-755.html
1991,"গণভোট আইন, ১৯৯১",২৫,http://bdlaws.minlaw.gov.bd/act-print-756.html
১৯৯১,"নির্দিষ্টকরণ (অগ্রিম মঞ্জুরী দান) আইন, ১৯৯১",২৬,http://bdlaws.minlaw.gov.bd/act-print-757.html
১৯৯১,"রাষ্ট্রপতি নির্বাচন আইন, ১৯৯১",২৭,http://bdlaws.minlaw.gov.bd/act-print-758.html
১৯৯১,"বাংলাদেশ মহাকাশ গবেষণা ও দূর অনুধাবন প্রতিষ্ঠান আইন, ১৯৯১",২৯,http://bdlaws.minlaw.gov.bd/act-print-759.html
১৯৯২,"বেসরকারী বিশ্ববিদ্যালয় আইন, ১৯৯২ [রহিত]",৩৪,http://bdlaws.minlaw.gov.bd/act-print-768.html
১৯৯২,"জাতীয় বিশ্ববিদ্যালয় আইন, ১৯৯২",৩৭,http://bdlaws.minlaw.gov.bd/act-print-769.html
১৯৯২,"বাংলাদেশ উন্মুক্ত বিশ্ববিদ্যালয় আইন, ১৯৯২",৩৮,http://bdlaws.minlaw.gov.bd/act-print-770.html
১৯৯২,"খনি ও খনিজ সম্পদ (নিয়ন্ত্রণ ও উন্নয়ন) আইন, ১৯৯২",৩৯,http://bdlaws.minlaw.gov.bd/act-print-771.html
১৯৯২,"বাংলাদেশ ট্রেড এন্ড ট্যারিফ কমিশন আইন, ১৯৯২",৪৩,http://bdlaws.minlaw.gov.bd/act-print-772.html
১৯৯২,"আভ্যন্তরীণ নৌযান শ্রমিক (নিয়োগ-নিয়ন্ত্রণ) আইন, ১৯৯২",৫০,http://bdlaws.minlaw.gov.bd/act-print-773.html
১৯৯২,"চিংড়ি চাষ অভিকর আইন, ১৯৯২",৫৩,http://bdlaws.minlaw.gov.bd/act-print-774.html
১৯৯২,"The Local Government (Upazila Parishad and Upazila Administration Reorganisation) (Repeal) Act, 1992",২,http://bdlaws.minlaw.gov.bd/act-print-760.html
১৯৯২,"পানি সম্পদ পরিকল্পনা আইন, ১৯৯২",১২,http://bdlaws.minlaw.gov.bd/act-print-761.html
১৯৯২,"নির্দিষ্টকরণ (সম্পূরক) আইন, ১৯৯২",১৯,http://bdlaws.minlaw.gov.bd/act-print-762.html
১৯৯২,"নির্দিষ্টকরণ (অগ্রিম মঞ্জুরী দান) আইন, ১৯৯২",২০,http://bdlaws.minlaw.gov.bd/act-print-763.html
১৯৯২,"অর্থ আইন, ১৯৯২",২১,http://bdlaws.minlaw.gov.bd/act-print-764.html
১৯৯২,"রাজশাহী মহানগরী পুলিশ আইন, ১৯৯২",২৩,http://bdlaws.minlaw.gov.bd/act-print-765.html
১৯৯২,"নির্দিষ্টকরণ আইন, ১৯৯২",২৬,http://bdlaws.minlaw.gov.bd/act-print-766.html
১৯৯২,"জাতীয় স্থানীয় সরকার ইনষ্টিটিউট আইন, ১৯৯২",২৭,http://bdlaws.minlaw.gov.bd/act-print-767.html
১৯৯৩,"বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন আইন, ১৯৯৩",১৫,http://bdlaws.minlaw.gov.bd/act-print-775.html
১৯৯৩,"নির্দিষ্টকরণ (সম্পূরক) আইন, ১৯৯৩",১৭,http://bdlaws.minlaw.gov.bd/act-print-776.html
১৯৯৩,"অর্থ আইন, ১৯৯৩",১৮,http://bdlaws.minlaw.gov.bd/act-print-777.html
