Year,Short Title,Act No,URL
1951,"The Citizenship Act, 1951",II,http://bdlaws.minlaw.gov.bd/act-print-242.html
1952,"THE CHITTAGONG-HILL TRACTS (LAWS) REGULATION, 1952",III,http://bdlaws.minlaw.gov.bd/act-print-1342.html
1952,"The Prevention of Transfer of Property and Removal of Documents and Records Act, 1952 (East Bengal Act)",V,http://bdlaws.minlaw.gov.bd/act-print-243.html
1952,"The Service Tenants (Protection) Act, 1952 (East Bengal Act)",IX,http://bdlaws.minlaw.gov.bd/act-print-244.html
1952,"The Undesirable Advertisements Control Act, 1952 (East Bengal Act)",XV,http://bdlaws.minlaw.gov.bd/act-print-245.html
1952,"The Civil Defence Act, 1952",XXXI,http://bdlaws.minlaw.gov.bd/act-print-246.html
1952,"The Armed Forces Nursing Service Act, 1952",XXXVI,http://bdlaws.minlaw.gov.bd/act-print-247.html
1952,"The Army Act, 1952",XXXIX,http://bdlaws.minlaw.gov.bd/act-print-248.html
1952,"The Air Force (Extension of Service) Act, 1952",XLVI,http://bdlaws.minlaw.gov.bd/act-print-249.html
1952,"The Essential Services (Maintenance) Act, 1952",LIII,http://bdlaws.minlaw.gov.bd/act-print-250.html
1952,"The Control of Entry Act, 1952",LV,http://bdlaws.minlaw.gov.bd/act-print-251.html
1952,"The Passport (Offences) Act, 1952",LVI,http://bdlaws.minlaw.gov.bd/act-print-252.html
1953,"THE CHITTAGONG HILL-TRACTS (PREVENTION OF CORRUPTION) REGULATION, 1953",II,http://bdlaws.minlaw.gov.bd/act-print-1340.html
1953,"THE CHITTAGONG HILL-TRACTS (TARIFF AND CUSTOMS) REGULATION, 1952",I,http://bdlaws.minlaw.gov.bd/act-print-1356.html
1953,"The Air Force Act, 1953",VI,http://bdlaws.minlaw.gov.bd/act-print-256.html
1953,"The Town Improvement Act, 1953 (East Bengal Act)",XIII,http://bdlaws.minlaw.gov.bd/act-print-257.html
1953,"The Taxation Tribunal (Undisclosed Wealth) Act, 1953",XVI,http://bdlaws.minlaw.gov.bd/act-print-258.html
1953,"The Essential Articles (Price Control and Anti-Hoarding) Act, 1953 (East Bengal Act)",XXII,http://bdlaws.minlaw.gov.bd/act-print-259.html
1953,"The Junior Cadet Corps Act, 1953",XXXVI,http://bdlaws.minlaw.gov.bd/act-print-260.html
1953,"The Embankment and Drainage Act, 1952 (East Bengal Act)",I,http://bdlaws.minlaw.gov.bd/act-print-253.html
1953,"The Building Construction Act, 1952 (East Bengal Act)",II,http://bdlaws.minlaw.gov.bd/act-print-254.html
1953,"The Dangerous Cargoes Act, 1953",V,http://bdlaws.minlaw.gov.bd/act-print-255.html
1954,"THE CHITTAGONG HILL-TRACTS (LABOUR LAWS) REGULATION, 1954",II,http://bdlaws.minlaw.gov.bd/act-print-1357.html
1954,"The Control of Disorderly and Dangerous Persons (Goondas) Act, 1954 (East Bengal Act)",IV,http://bdlaws.minlaw.gov.bd/act-print-261.html
1955,"THE CHITTAGONG HILL-TRACTS CINEMATOGRAPH REGULATION, 1954",I,http://bdlaws.minlaw.gov.bd/act-print-1358.html
1955,"THE CHITTAGONG HILL-TRACTS CRIMINAL LAW (INDUSTRIAL AREAS) REGULATION, 1955",II,http://bdlaws.minlaw.gov.bd/act-print-1359.html
1956,"THE CHITTAGONG HILL-TRACTS (INDUSTRIAL LAWS) REGULATION, 1956",II,http://bdlaws.minlaw.gov.bd/act-print-1360.html
1956,"The Control of Essential Commodities Act, 1956 (East Pakistan Act)",I,http://bdlaws.minlaw.gov.bd/act-print-262.html
1956,"The Commissions of Inquiry Act, 1956",VI,http://bdlaws.minlaw.gov.bd/act-print-263.html
1956,"The United Nations (Declaration of Death of Missing Persons) Act, 1956",VII,http://bdlaws.minlaw.gov.bd/act-print-264.html
1956,"The Food (Special Courts) Act, 1956 (East Pakistan Act)  [Repealed]",X,http://bdlaws.minlaw.gov.bd/act-print-265.html
1956,"The Law of Evidence Amendment Act, 1956 (East Pakistan Act)",XVIII,http://bdlaws.minlaw.gov.bd/act-print-266.html
1957,"THE CHITTAGONG HILL-TRACTS MOTOR VEHICLES REGULATION, 1957",I,http://bdlaws.minlaw.gov.bd/act-print-1361.html
1957,"THE CHITTAGONG HILL TRACTS PETROLEUM REGULATION, 1957",II,http://bdlaws.minlaw.gov.bd/act-print-1362.html
1957,"The Essential Commodities Act, 1957",III,http://bdlaws.minlaw.gov.bd/act-print-267.html
1957,"The Animals Slaughter (Restriction) and Meat Control Act, 1957 (East Pakistan Act)",VIII,http://bdlaws.minlaw.gov.bd/act-print-268.html
1957,"The Finance Act, 1957 (East Pakistan Act)",X,http://bdlaws.minlaw.gov.bd/act-print-269.html
1957,"The Cotton Ginning and Pressing Act, 1957 (East Pakistan Act)",XIII,http://bdlaws.minlaw.gov.bd/act-print-270.html
1957,"The Diplomatic Immunities (Commonwealth Countries Representatives) Act, 1957",XXIX,http://bdlaws.minlaw.gov.bd/act-print-271.html
1957,"The Cotton Act, 1957",XXXVIII,http://bdlaws.minlaw.gov.bd/act-print-272.html
1958,"THE CHITTAGONG HILL-TRACTS (LAND ACQUISITION) REGULATION, 1958",I,http://bdlaws.minlaw.gov.bd/act-print-1363.html
