Year,Short Title,Act No,URL
২০১১,"জাতীয় ক্রীড়াসেবী কল্যাণ ফাউন্ডেশন আইন, ২০১১",৩,http://bdlaws.minlaw.gov.bd/act-print-1068.html
২০১১,"উদ্ভিদ সংগনিরোধ আইন, ২০১১",৫,http://bdlaws.minlaw.gov.bd/act-print-1070.html
২০১১,"জনস্বার্থ সংশ্লিষ্ট তথ্য প্রকাশ (সুরক্ষা প্রদান) আইন, ২০১১",৭,http://bdlaws.minlaw.gov.bd/act-print-1072.html
২০১১,"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১১",৯,http://bdlaws.minlaw.gov.bd/act-print-1073.html
২০১১,"কর-ন্যায়পাল (রহিতকরণ ) আইন, ২০১১",১০,http://bdlaws.minlaw.gov.bd/act-print-1074.html
২০১১,"ঢাকা এলিভেটেড এক্সপ্রেসওয়ে প্রকল্প (ভূমি অধিগ্রহণ) আইন , ২০১১",১১,http://bdlaws.minlaw.gov.bd/act-print-1075.html
২০১১,"অর্থ আইন, ২০১১",১২,http://bdlaws.minlaw.gov.bd/act-print-1076.html
২০১১,"নির্দিষ্টকরণ আইন, ২০১১",১৩,http://bdlaws.minlaw.gov.bd/act-print-1077.html
২০১১,"ভবঘুরে ও নিরাশ্রয় ব্যক্তি (পুনর্বাসন) আইন, ২০১১",১৫,http://bdlaws.minlaw.gov.bd/act-print-1078.html
২০১১,"পশু জবাই ও মাংসের মান নিয়ন্ত্রন আইন, ২০১১",১৬,http://bdlaws.minlaw.gov.bd/act-print-1079.html
২০১১,"বিজ্ঞান ও প্রযুক্তি উন্নয়ন ট্রাস্ট আইন, ২০১১",১৯,http://bdlaws.minlaw.gov.bd/act-print-1080.html
২০১১,"চলচ্চিত্র সংসদ (নিবন্ধন) আইন, ২০১১",২০,http://bdlaws.minlaw.gov.bd/act-print-1081.html
