Year,Short Title,Act No,URL
1799,"THE [***] WILLS AND INTESTACY REGULATION, 1799",V,http://bdlaws.minlaw.gov.bd/act-print-1315.html
1810,"THE  [***] CHARITABLE ENDOWMENTS PUBLIC BUILDINGS AND ESCHEATS REGULATION, 1810",XIX,http://bdlaws.minlaw.gov.bd/act-print-1316.html
1818,"THE [***] STATE PRISONERS REGULATION, 1818",III,http://bdlaws.minlaw.gov.bd/act-print-1317.html
1822,"THE [***] GOVERNMENT INDEMNITY REGULATION, 1822",XI,http://bdlaws.minlaw.gov.bd/act-print-1318.html
1825,"THE [***] ALLUVION AND DILUVION REGULATION, 1825",XI,http://bdlaws.minlaw.gov.bd/act-print-1319.html
1829,"THE [***] REVENUE COMMISSIONERS REGULATION, 1829",I,http://bdlaws.minlaw.gov.bd/act-print-1320.html
1829,"THE [***] SATI REGULATION, 1829",XVII,http://bdlaws.minlaw.gov.bd/act-print-1321.html
1833,"THE [***] LAND-REVENUE (SETTLEMENT AND DEPUTY COLLECTORS) REGULATION, 1833",IX,http://bdlaws.minlaw.gov.bd/act-print-1322.html
1836,"The Districts Act, 1836",XXI,http://bdlaws.minlaw.gov.bd/act-print-1.html
1850,"The Public Accountant's Default Act, 1850",XII,http://bdlaws.minlaw.gov.bd/act-print-2.html
1850,"The Judicial Officer's Protection Act, 1850",XVIII,http://bdlaws.minlaw.gov.bd/act-print-3.html
1850,"The Public Servants (Inquiries) Act, 1850",XXXVII,http://bdlaws.minlaw.gov.bd/act-print-4.html
1851,"The Tolls Act, 1851",VIII,http://bdlaws.minlaw.gov.bd/act-print-5.html
1855,"The Legal Representative Suits Act, 1855",XII,http://bdlaws.minlaw.gov.bd/act-print-6.html
1855,"The Fatal Accidents Act, 1855",XIII,http://bdlaws.minlaw.gov.bd/act-print-7.html
1856,"The Bills of Lading Act, 1856",IX,http://bdlaws.minlaw.gov.bd/act-print-8.html
1856,"The Hindu Widow's Re-marriage Act, 1856",XV,http://bdlaws.minlaw.gov.bd/act-print-9.html
1860,"The Societies Registration Act, 1860",XXI,http://bdlaws.minlaw.gov.bd/act-print-10.html
1860,"The Penal Code, 1860",XLV,http://bdlaws.minlaw.gov.bd/act-print-11.html
1861,"The Police Act, 1861",V,http://bdlaws.minlaw.gov.bd/act-print-12.html
1861,"The Stage-Carriages Act, 1861",XVI,http://bdlaws.minlaw.gov.bd/act-print-13.html
1864,"The Canals Act, 1864",V,http://bdlaws.minlaw.gov.bd/act-print-14.html
1865,"The Carriers Act, 1865",III,http://bdlaws.minlaw.gov.bd/act-print-15.html
1867,"The Public Gambling Act, 1867",II,http://bdlaws.minlaw.gov.bd/act-print-16.html
1867,"The Acting Judges Act, 1867",XVI,http://bdlaws.minlaw.gov.bd/act-print-17.html
1867,"The Sarais Act, 1867",XXII,http://bdlaws.minlaw.gov.bd/act-print-18.html
1868,"The Alluvion (Amendment) Act, 1868",IV,http://bdlaws.minlaw.gov.bd/act-print-19.html
1869,"The Divorce Act, 1869",IV,http://bdlaws.minlaw.gov.bd/act-print-20.html
1870,"The Court-fees Act, 1870",VII,http://bdlaws.minlaw.gov.bd/act-print-21.html
1871,"The Cattle-trespass Act, 1871",I,http://bdlaws.minlaw.gov.bd/act-print-22.html
1871,"The Pensions Act, 1871",XXIII,http://bdlaws.minlaw.gov.bd/act-print-23.html
1872,"The Evidence Act, 1872",I,http://bdlaws.minlaw.gov.bd/act-print-24.html
