Year,Short Title,Act No,URL
1872,"The Special Marriage Act, 1872",III,http://bdlaws.minlaw.gov.bd/act-print-25.html
1872,"The Contract Act, 1872",IX,http://bdlaws.minlaw.gov.bd/act-print-26.html
1872,"The Christian Marriage Act, 1872",XV,http://bdlaws.minlaw.gov.bd/act-print-27.html
1873,"The Government Savings Banks Act, 1873",V,http://bdlaws.minlaw.gov.bd/act-print-28.html
1873,"The Oaths Act, 1873",X,http://bdlaws.minlaw.gov.bd/act-print-29.html
1874,"The Married Women's Property Act, 1874",III,http://bdlaws.minlaw.gov.bd/act-print-30.html
1874,"The Foreign Recruiting Act, 1874",IV,http://bdlaws.minlaw.gov.bd/act-print-31.html
1875,"The Survey Act, 1875",V,http://bdlaws.minlaw.gov.bd/act-print-32.html
1875,"The Majority Act, 1875",IX,http://bdlaws.minlaw.gov.bd/act-print-33.html
1875,"The Law Reports Act, 1875",XVIII,http://bdlaws.minlaw.gov.bd/act-print-34.html
1876,"The Irrigation Act, 1876",III,http://bdlaws.minlaw.gov.bd/act-print-35.html
1877,"The Specific Relief Act, 1877",I,http://bdlaws.minlaw.gov.bd/act-print-36.html
1878,"The Treasure-Trove Act, 1878",VI,http://bdlaws.minlaw.gov.bd/act-print-37.html
1878,"The Arms Act, 1878",XI,http://bdlaws.minlaw.gov.bd/act-print-38.html
1879,"The Court of Wards Act, 1879",IX,http://bdlaws.minlaw.gov.bd/act-print-39.html
1879,"The Touts Act, 1879",XVIII,http://bdlaws.minlaw.gov.bd/act-print-40.html
1880,"The Religious Societies Act, 1880",I,http://bdlaws.minlaw.gov.bd/act-print-41.html
1880,"The Vaccination Act, 1880",V,http://bdlaws.minlaw.gov.bd/act-print-42.html
1880,"The Kazis Act, 1880",XII,http://bdlaws.minlaw.gov.bd/act-print-43.html
1881,"THE CHITTAGONG HILL-TRACTS FRONTIER POLICE REGULATION, 1881",III,http://bdlaws.minlaw.gov.bd/act-print-1324.html
1881,"The Municipal Taxation Act, 1881",XI,http://bdlaws.minlaw.gov.bd/act-print-44.html
1881,"The Obstructions in Fairways Act, 1881",XVI,http://bdlaws.minlaw.gov.bd/act-print-45.html
1881,"The Negotiable Instruments Act, 1881",XXVI,http://bdlaws.minlaw.gov.bd/act-print-46.html
1882,"The Trusts Act, 1882",II,http://bdlaws.minlaw.gov.bd/act-print-47.html
