Year,Short Title,Act No,URL
1908,"The Explosive Substances Act, 1908",VI,http://bdlaws.minlaw.gov.bd/act-print-87.html
1908,"The Limitation Act, 1908",IX,http://bdlaws.minlaw.gov.bd/act-print-88.html
1908,"The Ports Act, 1908",XV,http://bdlaws.minlaw.gov.bd/act-print-89.html
1908,"The Registration Act, 1908",XVI,http://bdlaws.minlaw.gov.bd/act-print-90.html
1909,"The Whipping Act, 1909",IV,http://bdlaws.minlaw.gov.bd/act-print-91.html
1909,"The Anand Marriage Act, 1909",VII,http://bdlaws.minlaw.gov.bd/act-print-92.html
1910,"The Electricity Act, 1910  [Repealed]",IX,http://bdlaws.minlaw.gov.bd/act-print-93.html
1911,"The Patents And Designs Act, 1911  [Repealed]",II,http://bdlaws.minlaw.gov.bd/act-print-94.html
1912,"The Mining Settlements Act, 1912",II,http://bdlaws.minlaw.gov.bd/act-print-95.html
1912,"The Lunacy Act, 1912  [Repealed]",IV,http://bdlaws.minlaw.gov.bd/act-print-96.html
1913,"The Official Trustees Act, 1913",II,http://bdlaws.minlaw.gov.bd/act-print-97.html
1913,"The Public Demands Recovery Act, 1913 (Bengal Act)",III,http://bdlaws.minlaw.gov.bd/act-print-98.html
1913,"The Administrator General's Act, 1913",III,http://bdlaws.minlaw.gov.bd/act-print-99.html
1913,"The White Phosphorus Matches Prohibition Act, 1913",V,http://bdlaws.minlaw.gov.bd/act-print-100.html
1913,"The Mussalman Wakf Validating Act, 1913",VI,http://bdlaws.minlaw.gov.bd/act-print-101.html
