Year,Short Title,Act No,URL
1984,"The Bangladesh Women's Rehabilitation and Welfare Foundation (Repeal) Ordinance, 1984",XXXVII,http://bdlaws.minlaw.gov.bd/act-print-673.html
1984,"The Nazrul Institute Ordinance, 1984  [Repealed]",XXXIX,http://bdlaws.minlaw.gov.bd/act-print-674.html
1984,"The Finance Ordinance, 1984",XLII,http://bdlaws.minlaw.gov.bd/act-print-675.html
1984,"The Fisheries Research Institute Ordinance, 1984  [Repealed]",XLV,http://bdlaws.minlaw.gov.bd/act-print-676.html
1984,"The Districts (Extension to the Chittagong Hill-tracts) Ordinance, 1984  [Repealed]",LXXI,http://bdlaws.minlaw.gov.bd/act-print-677.html
1984,"The Khulna City Corporation Ordinance, 1984  [Repealed]",LXXII,http://bdlaws.minlaw.gov.bd/act-print-678.html
1985,"ভূমি-খতিয়ান (পার্বত্য চট্টগ্রাম) অধ্যাদেশ, ১৯৮৪",2,http://bdlaws.minlaw.gov.bd/act-print-679.html
1985,"The Public Servants (Dismissal on Conviction) Ordinance, 1985 [Repealed]",V,http://bdlaws.minlaw.gov.bd/act-print-680.html
1985,"The Ghousul Azam Abdul Qader Jillani Mosque Trust (Repeal) Ordinance, 1985",XVII,http://bdlaws.minlaw.gov.bd/act-print-681.html
1985,"The Family Courts Ordinance, 1985  [Repealed]",XVIII,http://bdlaws.minlaw.gov.bd/act-print-682.html
1985,"The Bangladesh Oil, Gas and Mineral Corporation Ordinance, 1985  [Repealed]",XXI,http://bdlaws.minlaw.gov.bd/act-print-683.html
1985,"The Surplus Public Servants Absorption Ordinance, 1985  [Repealed]",XXIV,http://bdlaws.minlaw.gov.bd/act-print-684.html
1985,"The Government Primary School Teachers Welfare Trust Ordinance, 1985 [Repealed]",XXVI,http://bdlaws.minlaw.gov.bd/act-print-685.html
1985,"The Ground Water Management Ordinance, 1985  [Repealed]",XXVII,http://bdlaws.minlaw.gov.bd/act-print-686.html
1985,"The Finance Ordinance, 1985",XXXII,http://bdlaws.minlaw.gov.bd/act-print-687.html
1985,"Bangladesh Bridge Authority Ordinance, 1985 [Repealed]",XXXIV,http://bdlaws.minlaw.gov.bd/act-print-688.html
1985,"The Bangladesh Standards and Testing Institution Ordinance, 1985 [Repealed]",XXXVII,http://bdlaws.minlaw.gov.bd/act-print-689.html
1985,"The Civil Aviation Authority Ordinance, 1985 [Repealed]",XXXVIII,http://bdlaws.minlaw.gov.bd/act-print-690.html
1985,"The Youth Welfare Fund Ordinance, 1985  [Repealed]",XL,http://bdlaws.minlaw.gov.bd/act-print-691.html
1985,"The Khulna Metropolitan Police Ordinance, 1985",LII,http://bdlaws.minlaw.gov.bd/act-print-692.html
1985,"The Abandoned Buildings (Supplementary Provisions) Ordinance, 1985  [Repealed]",LIV,http://bdlaws.minlaw.gov.bd/act-print-693.html
1986,"The Chittagong Shahi Jame Masjid Ordinance, 1986  [Repealed]",II,http://bdlaws.minlaw.gov.bd/act-print-694.html
1986,"The Official Vehicles (Regulation of Use) Ordinance, 1986  [Repealed]",VI,http://bdlaws.minlaw.gov.bd/act-print-695.html
1986,"The Drugs (Supplementary Provisions) Ordinance, 1986",XIII,http://bdlaws.minlaw.gov.bd/act-print-696.html
1986,"The Police (Non-Gazetted Employees) Welfare Fund Ordinance, 1986  [Repealed]",XXXIII,http://bdlaws.minlaw.gov.bd/act-print-697.html
1986,"The Special Security Force Ordinance, 1986  [Repealed]",XLIII,http://bdlaws.minlaw.gov.bd/act-print-698.html
1986,"The Finance Ordinance, 1986",XLV,http://bdlaws.minlaw.gov.bd/act-print-699.html
1986,"The Development Board Laws (Repeal) Ordinance, 1986  [Repealed]",XLVI,http://bdlaws.minlaw.gov.bd/act-print-700.html
1986,"The Public Corporations (Management Co-ordination) Ordinance, 1986",XLVIII,http://bdlaws.minlaw.gov.bd/act-print-701.html
1986,"The Rajshahi Krishi Unnayan Bank Ordinance, 1986  [Repealed]",LVIII,http://bdlaws.minlaw.gov.bd/act-print-702.html
1986,"The Bangladesh Cha Sramik Kallyan Fund Ordinance, 1986  [Repealed]",LXII,http://bdlaws.minlaw.gov.bd/act-print-703.html
1986,"The Bangladesh Academy for Rural Development Ordinance, 1986  [Repealed]",LXIV,http://bdlaws.minlaw.gov.bd/act-print-704.html
