Year,Short Title,Act No,URL
1882,"The Transfer of Property Act, 1882",IV,http://bdlaws.minlaw.gov.bd/act-print-48.html
1882,"The Easements Act, 1882",V,http://bdlaws.minlaw.gov.bd/act-print-49.html
1882,"The Powers-of-Attorney Act, 1882  [Repealed]",VII,http://bdlaws.minlaw.gov.bd/act-print-50.html
1883,"The Land Improvement Loans Act, 1883",XIX,http://bdlaws.minlaw.gov.bd/act-print-51.html
1884,"The Explosives Act, 1884",IV,http://bdlaws.minlaw.gov.bd/act-print-52.html
1884,"The Agriculturists' Loans Act, 1884",XII,http://bdlaws.minlaw.gov.bd/act-print-53.html
1885,"The Ferries Act, 1885",I,http://bdlaws.minlaw.gov.bd/act-print-54.html
1885,"The Telegraph Act, 1885",XIII,http://bdlaws.minlaw.gov.bd/act-print-55.html
1886,"The Births, Deaths and Marriages Registration Act, 1886",VI,http://bdlaws.minlaw.gov.bd/act-print-56.html
1887,"The Suits Valuation Act, 1887",VII,http://bdlaws.minlaw.gov.bd/act-print-57.html
1887,"The Small Cause Courts Act, 1887",IX,http://bdlaws.minlaw.gov.bd/act-print-58.html
1887,"The Civil Courts Act, 1887",XII,http://bdlaws.minlaw.gov.bd/act-print-59.html
1889,"The Metal Tokens Act, 1889",I,http://bdlaws.minlaw.gov.bd/act-print-60.html
1889,"The Private Fisheries Protection Act, 1889",II,http://bdlaws.minlaw.gov.bd/act-print-61.html
1889,"The Merchandise Marks Act, 1889  [Repealed]",IV,http://bdlaws.minlaw.gov.bd/act-print-62.html
1890,"The Charitable Endowments Act, 1890",VI,http://bdlaws.minlaw.gov.bd/act-print-63.html
1890,"The Guardians and Wards Act, 1890",VIII,http://bdlaws.minlaw.gov.bd/act-print-64.html
1890,"The Railways Act, 1890",IX,http://bdlaws.minlaw.gov.bd/act-print-65.html
1890,"The Excise (Malt Liquors) Act, 1890",XIII,http://bdlaws.minlaw.gov.bd/act-print-66.html
1891,"The Bankers' Book Evidence Act, 1891 [Repealed]",XVIII,http://bdlaws.minlaw.gov.bd/act-print-67.html
1893,"The Partition Act, 1893",IV,http://bdlaws.minlaw.gov.bd/act-print-68.html
1894,"The Prisons Act, 1894",IX,http://bdlaws.minlaw.gov.bd/act-print-69.html
1895,"The Government Grants Act, 1895",XV,http://bdlaws.minlaw.gov.bd/act-print-70.html
1896,"The Protection of Muslim Pilgrims Act, 1896",I,http://bdlaws.minlaw.gov.bd/act-print-71.html
1897,"The Epidemic Diseases Act, 1897  [Repealed]",III,http://bdlaws.minlaw.gov.bd/act-print-72.html
1897,"The General Clauses Act, 1897",X,http://bdlaws.minlaw.gov.bd/act-print-73.html
1898,"The Lepers Act, 1898  [Repealed]",III,http://bdlaws.minlaw.gov.bd/act-print-74.html
