Year,Short Title,Act No,URL
1972,"The Finance Order, 1972 (President's Order)",77,http://bdlaws.minlaw.gov.bd/act-print-403.html
1972,"The Printing Corporation (Vesting) Order, 1972 (President's Order)",81,http://bdlaws.minlaw.gov.bd/act-print-404.html
1972,"The Bangladesh Coinage Order, 1972 (President's Order)",83,http://bdlaws.minlaw.gov.bd/act-print-405.html
1972,"The Bangladesh Currency Order, 1972 (President's Order)",84,http://bdlaws.minlaw.gov.bd/act-print-406.html
1972,"The International Financial Organisations Order, 1972 (President's Order)",86,http://bdlaws.minlaw.gov.bd/act-print-407.html
1972,"The Bangladesh (Legal Proceedings) (Third) Order, 1972 (President's Order)",90,http://bdlaws.minlaw.gov.bd/act-print-408.html
1972,"The Bangladesh (Freedom Fighters) Welfare Trust Order, 1972 (President's Order)  [Repealed]",94,http://bdlaws.minlaw.gov.bd/act-print-409.html
1972,"The Bangladesh Insurance (Nationalisation) Order, 1972 (President's Order)",95,http://bdlaws.minlaw.gov.bd/act-print-410.html
1972,"The Bangladesh Land Holding (Limitation) Order, 1972 (President's Order)",98,http://bdlaws.minlaw.gov.bd/act-print-411.html
1972,"The Bangladesh Scouts Order, 1972 (President's Order)",111,http://bdlaws.minlaw.gov.bd/act-print-412.html
1972,"The Pakistan Television Corporation (Taking Over) Order, 1972 (President's Order)",115,http://bdlaws.minlaw.gov.bd/act-print-413.html
1972,"The Bangladesh Committee of Management (Temporary Arrangement) Order, 1972 (P.O.)",117,http://bdlaws.minlaw.gov.bd/act-print-414.html
1972,"The Bangladesh Bank Order, 1972 (President's Order)",127,http://bdlaws.minlaw.gov.bd/act-print-415.html
1972,"The Bangladesh Shilpa Rin Sangstha Order, 1972 (President's Order)",128,http://bdlaws.minlaw.gov.bd/act-print-416.html
1972,"The Bangladesh Shilpa Bank Order, 1972 (President's Order)",129,http://bdlaws.minlaw.gov.bd/act-print-417.html
1972,"The Bangladesh National Anthem, Flag and Emblem Order, 1972 (President's Order)",130,http://bdlaws.minlaw.gov.bd/act-print-418.html
1972,"The Bangladesh Industrial Development Corporation (Dissolution) Order, 1972 (President's Order)",140,http://bdlaws.minlaw.gov.bd/act-print-419.html
1972,"The Bangladesh Transfer of Immovable Property (Temporary Provisions) Order, 1972 (President's Order)",142,http://bdlaws.minlaw.gov.bd/act-print-420.html
1972,"The Bangladesh Parjatan Corporation Order, 1972 (President's Order)",143,http://bdlaws.minlaw.gov.bd/act-print-421.html
1972,"The Bangladesh Rifles Order, 1972 (President's Order)  [Repealed]",148,http://bdlaws.minlaw.gov.bd/act-print-422.html
1972,"The Bangladesh Citizenship (Temporary Provisions) Order, 1972 (President's Order)",149,http://bdlaws.minlaw.gov.bd/act-print-423.html
1972,"The Representation of the People Order, 1972 (President's Order)",155,http://bdlaws.minlaw.gov.bd/act-print-424.html
1972,"The Bangladesh Insurance Corporation (Dissolution) Order, 1972 (President's Order)",161,http://bdlaws.minlaw.gov.bd/act-print-425.html
1972,"The Bangladesh (Adaptation of University Laws) Ordinance, 1972",I,http://bdlaws.minlaw.gov.bd/act-print-426.html
1972,"The Bangladesh Biman Order, 1972",126,http://bdlaws.minlaw.gov.bd/act-print-1461.html
1973,"The Ministers, Ministers of State and Deputy Ministers (Remuneration and Privileges) Act, 1973",IV,http://bdlaws.minlaw.gov.bd/act-print-427.html
1973,"The Insurance Corporations Act, 1973  [Repealed]",VI,http://bdlaws.minlaw.gov.bd/act-print-428.html
1973,"The Appropriation (Vote on Account) Act, 1973",VII,http://bdlaws.minlaw.gov.bd/act-print-429.html
