Year,Short Title,Act No,URL
২০০১,"শেরেবাংলা কৃষি বিশ্ববিদ্যালয় আইন, ২০০১",৪৬,http://bdlaws.minlaw.gov.bd/act-print-875.html
২০০১,"সমবায় সমিতি আইন, ২০০১",৪৭,http://bdlaws.minlaw.gov.bd/act-print-876.html
২০০১,"পার্বত্য চট্টগ্রাম ভূমি-বিরোধ নিষ্পত্তি কমিশন আইন, ২০০১",৫৩,http://bdlaws.minlaw.gov.bd/act-print-877.html
২০০১,"বাংলাদেশ বেতার কর্তৃপক্ষ আইন, ২০০১",৫৪,http://bdlaws.minlaw.gov.bd/act-print-878.html
২০০১,"বাংলাদেশ টেলিভিশন কর্তৃপক্ষ আইন, ২০০১",৫৫,http://bdlaws.minlaw.gov.bd/act-print-879.html
২০০১,"ইমাম ও মুয়াজ্জিন কল্যাণ ট্রাস্ট আইন, ২০০১",৫৬,http://bdlaws.minlaw.gov.bd/act-print-880.html
২০০১,"জাতির পিতার পরিবার-সদস্যগণের নিরাপত্তা (রহিতকরণ) আইন, ২০০১",৬০,http://bdlaws.minlaw.gov.bd/act-print-881.html
২০০২,"এসিড নিয়ন্ত্রণ আইন, ২০০২",১,http://bdlaws.minlaw.gov.bd/act-print-882.html
২০০২,"এসিড অপরাধ দমন আইন, ২০০২",২,http://bdlaws.minlaw.gov.bd/act-print-883.html
২০০২,"জাতির পিতার প্রতিকৃতি সংরক্ষণ ও প্রদর্শন (রহিতকরণ) আইন, ২০০২",৪,http://bdlaws.minlaw.gov.bd/act-print-884.html
২০০২,"জননিরাপত্তা (বিশেষ বিধান) (রহিতকরণ) আইন, ২০০২",৬,http://bdlaws.minlaw.gov.bd/act-print-885.html
২০০২,"মানিলণ্ডারিং প্রতিরোধ আইন, ২০০২ [রহিত]",৭,http://bdlaws.minlaw.gov.bd/act-print-886.html
২০০২,"জাতীয় মুক্তিযোদ্ধা কাউন্সিল আইন, ২০০২ [রহিত]",৮,http://bdlaws.minlaw.gov.bd/act-print-887.html
২০০২,"আইন-শৃঙ্খলা বিঘ্নকারী অপরাধ (দ্রুত বিচার) আইন, ২০০২",১১,http://bdlaws.minlaw.gov.bd/act-print-888.html
২০০২,"নিরাপদ রক্ত পরিসঞ্চালন আইন, ২০০২",১২,http://bdlaws.minlaw.gov.bd/act-print-889.html
২০০২,"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০২",১৩,http://bdlaws.minlaw.gov.bd/act-print-890.html
২০০২,"অর্থ আইন, ২০০২",১৪,http://bdlaws.minlaw.gov.bd/act-print-891.html
২০০২,"নির্দিষ্টকরণ আইন, ২০০২",১৫,http://bdlaws.minlaw.gov.bd/act-print-892.html
২০০২,"শিশু-মাতৃ স্বাস্থ্য ইনস্‌টিটিউট আইন, ২০০২",১৬,http://bdlaws.minlaw.gov.bd/act-print-893.html
২০০২,"পুলিশ ষ্টাফ কলেজ আইন, ২০০২",২৫,http://bdlaws.minlaw.gov.bd/act-print-894.html
২০০২,"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী অবসর সুবিধা আইন, ২০০২",২৭,http://bdlaws.minlaw.gov.bd/act-print-895.html
২০০২,"দ্রুত বিচার ট্রাইব্যুনাল আইন, ২০০২",২৮,http://bdlaws.minlaw.gov.bd/act-print-896.html
২০০৩,"যৌথ অভিযান দায়মুক্তি আইন, ২০০৩",১,http://bdlaws.minlaw.gov.bd/act-print-897.html
২০০৩,"ভ্রমণ কর আইন, ২০০৩",৫,http://bdlaws.minlaw.gov.bd/act-print-898.html
২০০৩,"গ্রাম সরকার আইন, ২০০৩ [রহিত]",৬,http://bdlaws.minlaw.gov.bd/act-print-899.html
২০০৩,"অগ্নি প্রতিরোধ ও নির্বাপণ  আইন, ২০০৩",৭,http://bdlaws.minlaw.gov.bd/act-print-900.html
২০০৩,"অর্থ ঋণ আদালত আইন, ২০০৩",৮,http://bdlaws.minlaw.gov.bd/act-print-901.html
২০০৩,"বাংলাদেশ এনার্জি রেগুলেটরী কমিশন আইন, ২০০৩",১৩,http://bdlaws.minlaw.gov.bd/act-print-902.html
২০০৩,"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০০৩",১৬,http://bdlaws.minlaw.gov.bd/act-print-903.html
২০০৩,"অর্থ আইন, ২০০৩",১৭,http://bdlaws.minlaw.gov.bd/act-print-904.html
২০০৩,"নির্দিষ্টকরণ আইন, ২০০৩",১৮,http://bdlaws.minlaw.gov.bd/act-print-905.html
২০০৩,"বাংলাদেশ রেশম গবেষণা ও প্রশিক্ষণ ইনস্টিটিউট আইন, ২০০৩ [রহিত]",২৫,http://bdlaws.minlaw.gov.bd/act-print-906.html
২০০৩,"চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় আইন, ২০০৩",৩১,http://bdlaws.minlaw.gov.bd/act-print-907.html
