volume_number,year,act_title,act_number,act_id,link
26,1984,"The Bangladesh Women's Rehabilitation and Welfare Foundation (Repeal) Ordinance, 1984",XXXVII,673,http://bdlaws.minlaw.gov.bd/act-print-673.html
26,1984,"The Nazrul Institute Ordinance, 1984  [Repealed]",XXXIX,674,http://bdlaws.minlaw.gov.bd/act-print-674.html
26,1984,"The Finance Ordinance, 1984",XLII,675,http://bdlaws.minlaw.gov.bd/act-print-675.html
26,1984,"The Fisheries Research Institute Ordinance, 1984  [Repealed]",XLV,676,http://bdlaws.minlaw.gov.bd/act-print-676.html
26,1984,"The Districts (Extension to the Chittagong Hill-tracts) Ordinance, 1984  [Repealed]",LXXI,677,http://bdlaws.minlaw.gov.bd/act-print-677.html
26,1984,"The Khulna City Corporation Ordinance, 1984  [Repealed]",LXXII,678,http://bdlaws.minlaw.gov.bd/act-print-678.html
26,1985,"ভূমি-খতিয়ান (পার্বত্য চট্টগ্রাম) অধ্যাদেশ, ১৯৮৪",2,679,http://bdlaws.minlaw.gov.bd/act-print-679.html
26,1985,"The Public Servants (Dismissal on Conviction) Ordinance, 1985 [Repealed]",V,680,http://bdlaws.minlaw.gov.bd/act-print-680.html
26,1985,"The Ghousul Azam Abdul Qader Jillani Mosque Trust (Repeal) Ordinance, 1985",XVII,681,http://bdlaws.minlaw.gov.bd/act-print-681.html
26,1985,"The Family Courts Ordinance, 1985  [Repealed]",XVIII,682,http://bdlaws.minlaw.gov.bd/act-print-682.html
26,1985,"The Bangladesh Oil, Gas and Mineral Corporation Ordinance, 1985  [Repealed]",XXI,683,http://bdlaws.minlaw.gov.bd/act-print-683.html
26,1985,"The Surplus Public Servants Absorption Ordinance, 1985  [Repealed]",XXIV,684,http://bdlaws.minlaw.gov.bd/act-print-684.html
26,1985,"The Government Primary School Teachers Welfare Trust Ordinance, 1985 [Repealed]",XXVI,685,http://bdlaws.minlaw.gov.bd/act-print-685.html
26,1985,"The Ground Water Management Ordinance, 1985  [Repealed]",XXVII,686,http://bdlaws.minlaw.gov.bd/act-print-686.html
26,1985,"The Finance Ordinance, 1985",XXXII,687,http://bdlaws.minlaw.gov.bd/act-print-687.html
26,1985,"Bangladesh Bridge Authority Ordinance, 1985 [Repealed]",XXXIV,688,http://bdlaws.minlaw.gov.bd/act-print-688.html
26,1985,"The Bangladesh Standards and Testing Institution Ordinance, 1985 [Repealed]",XXXVII,689,http://bdlaws.minlaw.gov.bd/act-print-689.html
26,1985,"The Civil Aviation Authority Ordinance, 1985 [Repealed]",XXXVIII,690,http://bdlaws.minlaw.gov.bd/act-print-690.html
26,1985,"The Youth Welfare Fund Ordinance, 1985  [Repealed]",XL,691,http://bdlaws.minlaw.gov.bd/act-print-691.html
26,1985,"The Khulna Metropolitan Police Ordinance, 1985",LII,692,http://bdlaws.minlaw.gov.bd/act-print-692.html
26,1985,"The Abandoned Buildings (Supplementary Provisions) Ordinance, 1985  [Repealed]",LIV,693,http://bdlaws.minlaw.gov.bd/act-print-693.html
26,1986,"The Chittagong Shahi Jame Masjid Ordinance, 1986  [Repealed]",II,694,http://bdlaws.minlaw.gov.bd/act-print-694.html
26,1986,"The Official Vehicles (Regulation of Use) Ordinance, 1986  [Repealed]",VI,695,http://bdlaws.minlaw.gov.bd/act-print-695.html
26,1986,"The Drugs (Supplementary Provisions) Ordinance, 1986",XIII,696,http://bdlaws.minlaw.gov.bd/act-print-696.html
26,1986,"The Police (Non-Gazetted Employees) Welfare Fund Ordinance, 1986  [Repealed]",XXXIII,697,http://bdlaws.minlaw.gov.bd/act-print-697.html
26,1986,"The Special Security Force Ordinance, 1986  [Repealed]",XLIII,698,http://bdlaws.minlaw.gov.bd/act-print-698.html
26,1986,"The Finance Ordinance, 1986",XLV,699,http://bdlaws.minlaw.gov.bd/act-print-699.html
26,1986,"The Development Board Laws (Repeal) Ordinance, 1986  [Repealed]",XLVI,700,http://bdlaws.minlaw.gov.bd/act-print-700.html
26,1986,"The Public Corporations (Management Co-ordination) Ordinance, 1986",XLVIII,701,http://bdlaws.minlaw.gov.bd/act-print-701.html
26,1986,"The Rajshahi Krishi Unnayan Bank Ordinance, 1986  [Repealed]",LVIII,702,http://bdlaws.minlaw.gov.bd/act-print-702.html
26,1986,"The Bangladesh Cha Sramik Kallyan Fund Ordinance, 1986  [Repealed]",LXII,703,http://bdlaws.minlaw.gov.bd/act-print-703.html
26,1986,"The Bangladesh Academy for Rural Development Ordinance, 1986  [Repealed]",LXIV,704,http://bdlaws.minlaw.gov.bd/act-print-704.html
