volume_number,year,act_title,act_number,act_id,link
15,1972,The Constitution of the People‌‌‍’s Republic of Bangladesh,,367,http://bdlaws.minlaw.gov.bd/act-print-367.html
15,1972,"The Bangladesh (Taking Over of Control and Management of Industrial and Commercial Concerns) Order, 1972 (Acting President's Order)",1,368,http://bdlaws.minlaw.gov.bd/act-print-368.html
15,1972,"The Bangladesh (Administration of Financial Institutions) Order, 1972 (A.P.O.)",3,369,http://bdlaws.minlaw.gov.bd/act-print-369.html
15,1972,"The Bangladesh Law Officers Order, 1972 (President's Order)",6,370,http://bdlaws.minlaw.gov.bd/act-print-370.html
15,1972,"Bangladesh Collaborators (Special Tribunals) Order, 1972",8,1310,http://bdlaws.minlaw.gov.bd/act-print-1310.html
15,1972,"The Bangladesh Shipping Corporation Order, 1972 (President's Order) [Repealed]",10,371,http://bdlaws.minlaw.gov.bd/act-print-371.html
15,1972,"The Bangladesh (Legal Proceedings) Order, 1972 (President's Order)",12,372,http://bdlaws.minlaw.gov.bd/act-print-372.html
15,1972,"The Bangladesh Abandoned Property (Control, Management and Disposal) Order, 1972 (President's Order)",16,373,http://bdlaws.minlaw.gov.bd/act-print-373.html
15,1972,"The Bangladesh (Adaptation of Insurance Act) Order, 1972 (President's Order)",19,374,http://bdlaws.minlaw.gov.bd/act-print-374.html
15,1972,"The Bangladesh Bank (Demonetisation of Currency Notes) Order, 1972 (President's Order)",20,375,http://bdlaws.minlaw.gov.bd/act-print-375.html
15,1972,"The Bangladesh Constituent Assembly Members (Cessation of Membership) Order, 1972 (P.O.)",23,376,http://bdlaws.minlaw.gov.bd/act-print-376.html
15,1972,"The Bangladesh Banks (Nationalisation) Order, 1972 (President's Order)",26,377,http://bdlaws.minlaw.gov.bd/act-print-377.html
15,1972,"The Bangladesh Industrial Enterprises (Nationalisation) Order, 1972 (President's Order) [Repealed]",27,378,http://bdlaws.minlaw.gov.bd/act-print-378.html
15,1972,"The Bangladesh Inland Water Transport Corporation Order, 1972 (President's Order)",28,379,http://bdlaws.minlaw.gov.bd/act-print-379.html
15,1972,"The Bangladesh (Vesting of Property and Assets) Order, 1972 (President's Order)",29,380,http://bdlaws.minlaw.gov.bd/act-print-380.html
15,1972,"The Bangladesh Insurance (Emergency Provisions) Order, 1972 (President's Order)",30,381,http://bdlaws.minlaw.gov.bd/act-print-381.html
15,1972,"The Bangladesh (Resumption of Easement Lands) Order, 1972 (President's Order)",35,382,http://bdlaws.minlaw.gov.bd/act-print-382.html
15,1972,"The Bangladesh (Adaptation of East Pakistan Intermediate and Secondary Education Ordinance) Order, 1972 (President's Order)",36,383,http://bdlaws.minlaw.gov.bd/act-print-383.html
15,1972,"The Bangladesh Industrial Development Corporation Order, 1972 (President's Order)",39,384,http://bdlaws.minlaw.gov.bd/act-print-384.html
15,1972,"The East Pakistan Madrasah Education Ordinance (Repeal) Order, 1972 (President's Order)",43,385,http://bdlaws.minlaw.gov.bd/act-print-385.html
15,1972,"The Bangladesh Names and Emblems (Prevention of Unauthorised Use) Order, 1972 (President's Order)",45,386,http://bdlaws.minlaw.gov.bd/act-print-386.html
15,1972,"The Bangladesh Legal Practitioner's and Bar Council Order, 1972 (President's Order)",46,387,http://bdlaws.minlaw.gov.bd/act-print-387.html
15,1972,"The Bangladesh (Adaptation of Existing Laws) Order, 1972 (President's Order)",48,388,http://bdlaws.minlaw.gov.bd/act-print-388.html
15,1972,"The Bangladesh Special (Remuneration and Privileges) Order, 1972 (President's Order)",49,389,http://bdlaws.minlaw.gov.bd/act-print-389.html
15,1972,"The Finance (1971–1972) Order, 1972 (President's Order)",52,390,http://bdlaws.minlaw.gov.bd/act-print-390.html
15,1972,"The Bangladesh Nationalised Enterprises and Statutory Corporation (Prohibition of Strikes and Unfair Labour Practices) Order, 1972 (President's Order)",55,391,http://bdlaws.minlaw.gov.bd/act-print-391.html
15,1972,"The Bangladesh Power Development Boards Order, 1972 (President's Order)",59,392,http://bdlaws.minlaw.gov.bd/act-print-392.html
15,1972,"The Bangladesh (Demonetisation of Bank Notes) Order, 1972 (President's Order)",61,393,http://bdlaws.minlaw.gov.bd/act-print-393.html
15,1972,"The Bangladesh Taxation Laws (Adaptation) Order, 1972 (President's Order)",62,394,http://bdlaws.minlaw.gov.bd/act-print-394.html
15,1972,"The Bangladesh College of Physicians and Surgeons Order, 1972 (President's Order) [Repealed]",63,395,http://bdlaws.minlaw.gov.bd/act-print-395.html
15,1972,"The Bangladesh (Whips) Order, 1972 (President's Order)",64,396,http://bdlaws.minlaw.gov.bd/act-print-396.html
15,1972,"The Trading Corporation of Bangladesh Order, 1972 (President's Order)",68,397,http://bdlaws.minlaw.gov.bd/act-print-397.html
15,1972,"The Bangladesh (Legal Proceedings) (Second) Order, 1972 (President's Order)",69,398,http://bdlaws.minlaw.gov.bd/act-print-398.html
15,1972,"The Census Order, 1972 (President's Order)",70,399,http://bdlaws.minlaw.gov.bd/act-print-399.html
15,1972,"The Government Educational and Training Institutions (Adaptation) Order, 1972 (President's Order)",71,400,http://bdlaws.minlaw.gov.bd/act-print-400.html
15,1972,"The Bangladesh (Budgetary Provisions) Order, 1972 (President's Order)",74,401,http://bdlaws.minlaw.gov.bd/act-print-401.html
15,1972,"The National Board of Revenue Order, 1972 (President's Order)",76,402,http://bdlaws.minlaw.gov.bd/act-print-402.html
