volume_number,year,act_title,act_number,act_id,link
21,1978,"The Government Servants (Review of Penalties) (Dissolution of Review Board) Ordinance, 1978",II,563,http://bdlaws.minlaw.gov.bd/act-print-563.html
21,1978,"The Prevention of Malaria (Special Provisions) Ordinance, 1978  [Repealed]",IV,564,http://bdlaws.minlaw.gov.bd/act-print-564.html
21,1978,"The Bangladesh Council of Scientific and Industrial Research Ordinance, 1978  [Repealed]",V,565,http://bdlaws.minlaw.gov.bd/act-print-565.html
21,1978,"The Madrasah Education Ordinance, 1978  [Repealed]",IX,566,http://bdlaws.minlaw.gov.bd/act-print-566.html
21,1978,"The Supreme Court Judges (Remuneration and Privileges) Ordinance, 1978  [Repealed]",XI,567,http://bdlaws.minlaw.gov.bd/act-print-567.html
21,1978,"The Defence Services Laws Amendment Ordinance, 1978  [Repealed]",XVIII,568,http://bdlaws.minlaw.gov.bd/act-print-568.html
21,1978,"The Bangla Academy Ordinance, 1978  [Repealed]",XIX,569,http://bdlaws.minlaw.gov.bd/act-print-569.html
21,1978,"The Finance Ordinance, 1978",XXI,570,http://bdlaws.minlaw.gov.bd/act-print-570.html
21,1978,"The Appropriation (Railways Supplementary) Ordinance, 1978",XXII,571,http://bdlaws.minlaw.gov.bd/act-print-571.html
21,1978,"The Appropriation (Railways) Ordinance, 1978",XXIII,572,http://bdlaws.minlaw.gov.bd/act-print-572.html
21,1978,"The Appropriation (Supplementary) Ordinance, 1978",XXIV,573,http://bdlaws.minlaw.gov.bd/act-print-573.html
21,1978,"The Appropriation Ordinance, 1978",XXV,574,http://bdlaws.minlaw.gov.bd/act-print-574.html
21,1978,"The Asian Reinsurance Corporation Ordinance, 1978  [Repealed]",XXVII,575,http://bdlaws.minlaw.gov.bd/act-print-575.html
21,1978,"The Political Parties Ordinance, 1978",XLV,576,http://bdlaws.minlaw.gov.bd/act-print-576.html
21,1978,"The Foreign Donations (Voluntary Activities) Regulation Ordinance, 1978  [Repealed]",XLVI,577,http://bdlaws.minlaw.gov.bd/act-print-577.html
21,1978,"The Chittagong Metropolitan Police Ordinance, 1978",XLVIII,578,http://bdlaws.minlaw.gov.bd/act-print-578.html
21,1978,"The Law Reforms Ordinance, 1978",XLIX,579,http://bdlaws.minlaw.gov.bd/act-print-579.html
21,1978,"The International Centre for Diarrhoeal Disease Research, Bangladesh, Ordinance, 1978  [Repealed]",LI,580,http://bdlaws.minlaw.gov.bd/act-print-580.html
21,1979,"The Appropriation (Railways Supplementary) Act, 1979",II,581,http://bdlaws.minlaw.gov.bd/act-print-581.html
21,1979,"The Appropriation (Railways) Act, 1979",III,582,http://bdlaws.minlaw.gov.bd/act-print-582.html
21,1979,"The Appropriation (Supplementary) Act, 1979",IV,583,http://bdlaws.minlaw.gov.bd/act-print-583.html
21,1979,"The Finance Act, 1979",V,584,http://bdlaws.minlaw.gov.bd/act-print-584.html
21,1979,"The Appropriation Act, 1979",VI,585,http://bdlaws.minlaw.gov.bd/act-print-585.html
21,1979,"The Government Servants (Special Provisions) Ordinance, 1979  [Repealed]",XI,586,http://bdlaws.minlaw.gov.bd/act-print-586.html
21,1979,"The Bangladesh Telegraph and Telephone Board Ordinance, 1979",XII,587,http://bdlaws.minlaw.gov.bd/act-print-587.html
21,1979,"The Railway Property (Unlawful Possession) Ordinance, 1979 [Repealed]",XVII,588,http://bdlaws.minlaw.gov.bd/act-print-588.html
21,1979,"The President's Pension Ordinance, 1979  [Repealed]",XVIII,589,http://bdlaws.minlaw.gov.bd/act-print-589.html
21,1979,"The Bangladesh Sangbad Sangstha Ordinance, 1979 [Repealed]",XX,590,http://bdlaws.minlaw.gov.bd/act-print-590.html
21,1979,"The Leader and Deputy Leader of the Opposition (Remuneration and Privileges) Ordinance, 1979  [Repealed]",XXI,591,http://bdlaws.minlaw.gov.bd/act-print-591.html
21,1979,"The Defence Services (Supreme Command) Ordinance, 1979  [Repealed]",XXIII,592,http://bdlaws.minlaw.gov.bd/act-print-592.html
21,1979,"The Armed Police Battalions Ordinance, 1979",XXV,593,http://bdlaws.minlaw.gov.bd/act-print-593.html
21,1979,"The Foodgrains Supply (Prevention of Prejudicial Activity) Ordinance, 1979  [Repealed]",XXVI,594,http://bdlaws.minlaw.gov.bd/act-print-594.html
21,1980,"The University Laws Amendment Act, 1980",I,595,http://bdlaws.minlaw.gov.bd/act-print-595.html
21,1980,"The Banks and Financial Institutions Laws Amendment Act, 1980",IX,596,http://bdlaws.minlaw.gov.bd/act-print-596.html
21,1980,"The Foreign Private Investment (Promotion and Protection) Act, 1980",XI,597,http://bdlaws.minlaw.gov.bd/act-print-597.html
21,1980,"The Note-Books (Prohibition) Act, 1980",XII,598,http://bdlaws.minlaw.gov.bd/act-print-598.html
21,1980,"The Ombudsman Act, 1980",XV,599,http://bdlaws.minlaw.gov.bd/act-print-599.html
21,1980,"The Medical and Dental Council Act, 1980  [Repealed]",XVI,600,http://bdlaws.minlaw.gov.bd/act-print-600.html
21,1980,"The Appropriation (Railways Supplementary) Act, 1980",XX,601,http://bdlaws.minlaw.gov.bd/act-print-601.html
21,1980,"The Appropriation (Railways) Act, 1980",XXI,602,http://bdlaws.minlaw.gov.bd/act-print-602.html
21,1980,"The Appropriation (Supplementary) Act, 1980",XXII,603,http://bdlaws.minlaw.gov.bd/act-print-603.html
